dataset_title,file_type
"Inventario de corales pétreos, asteroideos, equinoideos y peces óseos de arrecifes de la costa de Jalisco, Colima y Michoacán",ZIP
"Distribución, estructura poblacional y utilización del saguaro (Carnegiea gigantea (Engelm.) Britt. & Rose) en México",ZIP
"Computarización de la Colección de Referencia para Zoología, Arqueozoología y Paleontología del Museo de Historia Natural de la Universidad Autónom...",ZIP
Hongos hyphomycetes de los municipios centrales del estado de Veracruz,ZIP
Límites de especies dentro del género Gerrhonotus (Sauria: Anguidae),ZIP
"Estudio para una propuesta de plan de manejo de la palma chit (Thrinax radiata), en el Área de Protección de Flora y Fauna Yum-Balam",ZIP
Publicación de la obra: American species of Acacia (Leguminosae; Mimosoideae),ZIP
"Rango, comportamiento, tamaño de población y conservación de felinos en el Volcán de Colima",ZIP
Diversidad y distribución del género Tripsacum (Poaceae: Tripsacinae) en México,ZIP
Especies silvestres de nopales mexicanos,ZIP
Computarización de la colección de myxomycetes y líquenes de Baja California,ZIP
"Censo aéreo de poblaciones de borrego cimarrón (Ovis canadensis cremnobates) en Baja California, México",ZIP
Evaluación genética y demográfica de Agave victoriae-reginae T. Moore y aplicación del cultivo de tejidos para su conservación,ZIP
Helmintos de peces dulceacuícolas de México,ZIP
Cuarenta y ocho especies de la flora de Chiapas incluidas en el PROY-NOM-059-ECOL-2000,ZIP
Patrones biogeográficos de las cactáceas columnares de México,ZIP
"Diversidad vegetal en un gradiente en la Sierra Madre Occidental: flora y vegetación de la Región de San Javier y Yécora, Sonora",ZIP
"Ecología, genética y conservación de la caoba (Swietenia macrophylla): herramientas para un manejo adaptativo de la selva Maya de Quintana Roo, México",ZIP
Dinámica poblacional de cactáceas amenazadas,ZIP
Manejo de especies arbóreas para sistemas agroforestales en la región maya tzotzil-tzeltal del norte de Chiapas,ZIP
"Diversidad de bacterias fotótrofas en comunidades microbianas bentónicas de Bahía Concepción, BCS, México",ZIP
"Flora vascular de los manglares de Marismas Nacionales, estado de Nayarit",ZIP
Flora acuática de Querétaro,ZIP
Flora y vegetación de la Sierra de San Carlos en el municipio de San Nicolás,ZIP
"Crustáceos malacostracos de la cuenca del río Papaloapan, Veracruz",ZIP
"Ecología y biogeografía de epífitas vasculares de Chiapas, México",ZIP
Las familias Polyporaceae sensu stricto y Albatrellaceae en México,ZIP
"Estudio florístico de la Sierra de Pachuca, Hidalgo, México",ZIP
Passalidae y Lucanidae (Coleoptera: Scarabaeoidae) de México,ZIP
Base de datos del Herbario de la Unidad Académica de Agronomía de la Universidad Autónoma de Zacatecas,ZIP
Base de datos de mamíferos de México depositados en colecciones de Estados Unidos y Canadá,ZIP
"Integración de bases de datos, actualización y sistematización de la colección de flora del Herbario Eizi Matuda (HEM)",ZIP
"Distribución y estructura poblacional de la tortuga de Berlandier, (Gopherus [=Xerobates] berlandieri) en México",ZIP
"Computarización de la Colección de plantas acuáticas mexicanas del Herbario Nacional (MEXU), 3a Etapa",ZIP
"Digitalización de la colección FITO-UBIPRO, de las enfermedades y sus agentes causales, de los cultivos agrícolas de la región centro de México",ZIP
Sistematización de la colección de peces del centro de México,ZIP
Sistema de apoyo a la toma de decisiones para la reforestación rural en México,ZIP
"Estudio ecológico-florístico de los enclaves de vegetación xerofítica inmersos en una selva baja caducifolia en el Istmo de Tehuantepec, Oaxaca",ZIP
Lista florística de la Costa Grande del estado de Guerrero,ZIP
"Las especies endémicas de plantas en el estado de Jalisco, su distribución y conservación",ZIP
"Inventario florístico de la Reserva de la Biosfera Mariposa Monarca, México",ZIP
Algunas especies de anfibios y reptiles contenidos en el Proyecto de Norma Oficial Mexicana PROY-NOM-059-ECOL-2000,ZIP
Genotipificación de especies de la ictiofauna del Sistema Pánuco-Tamesí a través de la generación del código de barras de ADN mitocondrial,ZIP
Monitoreo de la abundancia de juveniles de langosta Panulirus argus como índice de reclutamiento inminente en Sian Ka''an (Reserva de la Biósfera),ZIP
Especies de Anopheles en el sur de México y su distribución geográfica actual con enfoque en taxonomía clásica y molecular,ZIP
"Computarización de la colección de hongos de ECOSUR, en el estado de Chiapas",ZIP
Inventario y catálogo de ostrácodos recientes de los mares mexicanos,ZIP
"Estudio poblacional y parámetros hematológicos de la zorra norteña Vulpes macrotis zinseri Benson en la Región del Tokio, México",ZIP
Base de datos y colección de distintos grupos del zooplancton de regiones marinas prioritarias de Jalisco y Colima en el Pacífico mexicano,ZIP
"Computarización y actualización de la curación de la Colección de Lepidóptera del Museo de Zoología ""Alfonso L. Herrera"" y su base de datos MARIPOS...",ZIP
"Inventario de la biota marina (cnidarios, poliquetos, moluscos, crustáceos, equinodermos y peces) del Santuario Islas e Islotes de Bahía Chamela, J...",CSV
"Sistematización de las colecciones científicas del Instituto de Historia Natural y Ecología, (IHNE) Chiapas",ZIP
"Diversidad de peces de las lagunas costeras de Pueblo Viejo y el Mango, Veracruz",ZIP
Diversidad de coleópteros scarabaeoidea del estado de Puebla (I),ZIP
Elasmobranquios mexicanos,ZIP
"Computarización de la Colección de insectos y ácaros de importancia médica de la Facultad de Ciencias Biológicas, Universidad Autónoma de Nuevo León",ZIP
"Computarización de la Colección Paleontológica de la Secretaria de Medio Ambiente, Vivienda e Historia Natural, del estado de Chiapas",ZIP
"Catálogo electrónico de especímenes depositados en el Herbario de la Universidad de Texas en Austin, Fase IV",ZIP
Base de datos de nombres técnicos o de uso común en el aprovechamiento de los agaves en México,ZIP
"Etnomicología en la Sierra de Santa Marta, Veracruz",ZIP
"Diversidad y conservación de orquídeas de la región de Chimalapa, Oaxaca, México",ZIP
Evaluación de la situación actual de las poblaciones del pez cachorrito del desierto (Cyprinodon macularius macularius) en la Cuenca del Bajo Río C...,ZIP
Actualización de la base de datos de helmintos parásitos de peces de agua dulce de México,ZIP
Computarización del Herbario Ficológico de la Universidad Autónoma de Baja California Sur,ZIP
Lista florística preliminar de Tamaulipas,ZIP
Inventario florístico de la familia Boraginaceae en México. Fase II,ZIP
Taxonomía molecular de las cigarritas (Homoptera: Cicadellidae) de algunos estados de la República Mexicana,ZIP
Filogenia del género Conopsis Günther (Serpentes: Colubridae),ZIP
"Herpetofauna de la región El Huizache, San Luis Potosí",ZIP
Hongos del estado de Veracruz,ZIP
"Diversidad de orquídeas en la región El Momón-Margaritas-Montebello, Chiapas, México",ZIP
"Análisis de las relaciones entre las diversidades alfa, beta y gamma a distintos niveles de escala espacial: Procesos históricos y ecológicos que i...",ZIP
"Herpetofauna de las sierras La Candela, Jerez de García Salinas y El Mastrante",ZIP
"Anfibios y reptiles del estado de Tamaulipas, México",ZIP
"Etapa final de la captura y catalogación del Herbario del Instituto de Ecología, AC, Centro Regional del Bajío",ZIP
Implementación del programa de monitoreo del cocodrilo del pantano (Crocodylus moreletti) México-Belice-Guatemala: región de coordinación MXRC2-Gol...,ZIP
Composición y estructura de la ornitofauna de la reserva de la biósfera Pantanos de Centla,ZIP
"Base de datos de aves mexicanas del Natural History Museum, Tring, Inglaterra",No Format.
Biología del murciélago mastín enano (Eumops bonariensis nanus) en Yucatán,ZIP
Correlación entre las condiciones ambientales y la pesquería de anchoveta a lo largo de la costa de Baja California,ZIP
"Computarización de las colecciones de vertebrados terrestres de la Escuela Nacional de Ciencias Biológicas, IPN Fase 1: Estado de México, Hidalgo, ...",ZIP
Conservación del germoplasma vegetal en las regiones áridas y semiáridas de México. Fase 5,ZIP
Aspectos biológicos e impacto socio-económico de los plecos del género Pterygoplichthys y dos cíclidos no nativos en el sistema fluvio lagunar delt...,ZIP
"Diversidad genética del cultivo del chile (Capsicum spp) determinada por isoenzimas y RFLP''s tipos: serrano, jalapeño, manzano y silvestres en su ...",ZIP
Determinación del estado de las poblaciones silvestres del cocodrilo de pantano (Crocodylus moreletii) en México y evaluación de su estatus en la C...,ZIP
"Aprovechamiento sustentable y conservación de la palma bola (Zamia furfuracea), especie endémica protegida, en la zona de Los Tuxtlas, Veracruz",ZIP
Diversidad y distribución de los copépodos (Cyclopoida) de las zonas áridas del Centro-Norte de México,ZIP
"Diversidad y distribución altitudinal de maíces nativos en la región de los Loxicha, Sierra Madre del Sur Oaxaca",ZIP
"Distribución e inventario de algunas especies bentónicas (hexacorales, octocorales, esponjas, y especies misceláneas) en arrecifes del Caribe mexicano",ZIP
Manual para la identificación de lianas en el campo,ZIP
Estudio de la diversidad de maíz en la región costa de Michoacán y áreas adyacentes  de Jalisco y Colima,ZIP
La etnobiología de los recursos nutritivos en las comunidades Tzeltales en los Altos de Chiapas,ZIP
Especies ornamentales invasoras: el caso de Kalanchoe delagoensis,ZIP
"Catálogo de maíces nativos generada en la tesis El sistema milpa y sus recursos fitogenéticos en Santa María Tlahuitoltepec, Oaxaca",CSV
Base de datos del Herbario de Querétaro ''Dr. Jerzy Rzedowski'' (QMEX) Fase II,ZIP
"Computarización de la colección de insectos de la Universidad de Morelos, CIByC, UAEM",ZIP
"Colecta botánica: área maya región de la Reserva Calakmul, Campeche",ZIP
"Catálogo digital y clave ilustrada de los mosquitos (Diptera: Culicidae) de las zonas áridas de los estados de Nuevo León y Tamaulipas, México",ZIP
Catálogos florísticos de México por entidad federativa e información etnobotánica de la Colección del Herbario Nacional Biól. Luciano Vela Gálvez (...,ZIP
"Dinámica poblacional de la tortuga de carey (Eretmochelys imbricata) en su área de forraje. Río Lagartos, Yucatán",ZIP
Malezas introducidas en México,ZIP
Biodiversidad de la apifauna de Yucatán,ZIP
"Análisis del ictioplancton del ecosistema costero de Celestún, Yucatán, México",ZIP
La colección briológica del Herbario Nacional (MEXU). Actualización 2000,ZIP
"Actualización de las bases de datos de colecciones, especies en peligro de extinción, colecta y propagación de germoplasma",ZIP
Códigos de barras del ADN de especies mexicanas del Phylum Rotifera: (Rotifera: Monogononta),ZIP
Riqueza y distribución de especies vegetales en la Península de Baja California,ZIP
"Biodiversidad de crustáceos dulceacuícolas del centro de Nuevo León y noroeste de Tamaulipas (R53, Río San Juan y Río Pesqueria)",ZIP
"Biodiversidad, hábitat y manejo en el Parque Nacional Pico de Tancítaro, Michoacán, México",ZIP
"Base de datos de la colección de zooplancton de agua dulce de ECOSUR, Chetumal",ZIP
Captura de datos de la Colección de Curculionoidea (Insecta: Coleoptera) de la Universidad Autónoma de Querétaro,ZIP
Anfibios y reptiles del estado de Nuevo León,ZIP
"Diversidad y dinámica del fitoplancton marino en la bahía de Acapulco, Guerrero",ZIP
"Vertebrados terrestres de San Juan de Camarones, Durango",ZIP
"Diagnóstico del aprovechamiento de flora y fauna por los mayas del Ejido Petcacab y evaluación de la cacería y pesca, Felipe Carrillo Puerto, Quint...",ZIP
Biodiversidad y dinámica espacio-temporal del ictioplancton de dos sistemas lagunares de la Reserva de la Biósfera de Sian Ka''an,ZIP
Código de barras genético de especies de anfibios y reptiles de México,ZIP
Catálogo de cangrejos anomuros y braquiuros de las lagunas costeras de mayor extensión en el litoral mexicano del Golfo de México,No Format.
Caracterización del hábitat y patrones de distribución del gorrión serrano (Xenospiza baileyi) en el sur del Valle de México,ZIP
Listado taxonómico de la ictiofauna de la costa de Michoacán,ZIP
"Catálogo y recopilación de datos científicos de los lepidópteros nocturnos de México, pertenecientes a cinco familias",ZIP
Biodiversidad mastozoológica del Eje Volcánico Transversal,ZIP
Biodiversidad fitoplanctónica de cenotes: Patrones espaciales y temporales,ZIP
"Biodiversidad de macroinvertebrados bénticos de la región marina Tijuana-Ensenada Baja California, México",ZIP
"Diversidad de ocho grupos de insecta (Odonata, Lycidae, Phengodidae, Lampyridae, Cantharidae, Cerambycidae, Syrphidae y Vespidae) en tres regiones ...",ZIP
Base de datos para la xiloteca del Instituto de Biología de la UNAM,ZIP
Biodiversidad de Datura (Solanaceae) en México,ZIP
"Base de datos del Herbario CIQR de El Colegio de la Frontera Sur, unidad Chetumal",ZIP
"Base de datos del Municipio General Heliodoro Castillo, Guerrero (120. Sierra Madre del Sur)",ZIP
"Base de datos de la flora de la Reserva de la Biosfera Chamela-Cuixmala, Jalisco, México",ZIP
Barcode de Bambúes nativos de México,ZIP
Avifauna de la Reserva de la Mariposa Monarca,ZIP
"Base de datos de colecciones de maíces nativos, teocintles y Tripsacum de México",ZIP
Base de datos del Herbario del Centro de Investigación Científica de Yucatán,ZIP
Autoecología de las lagartijas de arena Uma paraphygas y Uma exsul (Sauria: Phrynosomatidae) en las dunas del Bolsón de Mapimí,ZIP
Base de datos sobre los hongos anamorfos de restos de vegetales del bosque mesófilo del estado de Veracruz,ZIP
Códigos de barras de hongos ectomicorrízicos de localidades selectas del neotrópico mexicano,ZIP
"Ictiofauna en cenotes del ejido maya ""Xhazil Sur y Anexos"" y de la reserva de  Sian Ka''an, Q. Roo, México",ZIP
"Invasión de Pinus spp y la conservación de la diversidad florística en Los Altos de Chiapas, México",ZIP
Estado actual de conservación de liebres y conejos en categoría de riesgo en México,ZIP
Códigos de barras de helmintos de anfibios y reptiles de México,ZIP
Banco de datos florísticos del Herbario CHAP,ZIP
Base de datos y colección de anfípodos (Hyperiidea:Crustacea) de regiones marinas prioritarias de Jalisco y Colima en el Pacífico mexicano,ZIP
"Catálogo de los mamíferos de México en resguardo de The Natural History Museum (London), Inglaterra",ZIP
Códigos de barras de la vida en peces y zooplancton de México,ZIP
"Monografía de los poliquetos (Annelida: Polychaeta) de Quintana Roo, Caribe Mexicano",ZIP
Código de barras genético de cinco grupos críticos de la flora de México,ZIP
"Creación de la base de datos de los parques nacionales Sierra de San Pedro Mártir y Constitución de 1857, y de la reserva de la biosfera Islas del ...",ZIP
Actualización de la base de datos de la colección nacional de anfibios y reptiles (CNAR),ZIP
Catálogo y directorio de autoridades para helmintos parásitos,ZIP
Actualización de la base de datos del Atlas Mastozoológico de México,ZIP
El género Bursera en México. Parte II,ZIP
Catálogo de los equinodermos recientes de México (Fase II),ZIP
"Distribución y taxonomía de caracoles de agua dulce (Molusca: Basommatophora) en la región de la Sierra Fría, Zacatecas",ZIP
"Caracterización y monitoreo de la condición arrecifal en cinco áreas naturales protegidas y un área de influencia de Quintana Roo, México: Primera ...",ZIP
Flora Novo Galiciana-Gramineae,ZIP
Códigos de barras de la vida en huevos y larvas de peces costeros y oceánicos de la parte norte del Sistema Arrecifal Mesoamericano (Caribe mexicano),ZIP
Vertebrados silvestres en zonas indígenas de la reserva de la biósfera Mariposa Monarca: anfibios y reptiles,ZIP
Catálogo de insectos de la colección del Centro de Entomología,ZIP
Búsqueda de poblaciones de la liebre endémica Lepus flavigularis,ZIP
Estado de salud y estatus de conservación de la(s)  población(es) de totoaba (Totoaba macdonaldi) en el Golfo de California: una especie en peligro...,ZIP
Catálogo sistemático de las superfamilias Mimallonoidea y Bombycoidea de México,ZIP
"Caracterización y estructura de la ictiofauna de arrecifes rocosos y coralinos en Punta Carrizal, Colima, México para fines de inventario y conserv...",ZIP
Biodiversidad de productores primarios de las lagunas costeras del norte de Yucatán,ZIP
Catálogo de las especies de crustáceos anfípodos invasores del Parque Nacional Sistema Arrecifal Veracruzano (PNSAV) y la actualización de la base ...,ZIP
"Biología de la conservación de la guacamaya verde (Ara militaris) en el Sótano del Barro, Querétaro",ZIP
Biodiversidad del microfitoplancton marino en la zona económica exclusiva limítrofe del Pacífico central mexicano,ZIP
Base de datos y catálogo de helmintos parásitos de anuros de México,ZIP
"Base de datos sobre ictioplancton para la Bahía de Campeche, México",ZIP
"Biodiversidad asociada a mantos de rodolitos y praderas de pastos marinos en Bahía Concepción, BCS",ZIP
"Inventario fitopatológico de las especies vegetales dominantes en la región de Zapotitlán de las Salinas, Pue.",ZIP
Caracterizando la diversidad de especies con códigos de barras del ADN en un grupo de avispas parasitoides: un caso de estudio en un área natural p...,ZIP
Revisión de la subfamilia Asopinae (Hemiptera-Heteroptera-Pentatomidae) para México,ZIP
Base de datos de la Colección zoológica del Instituto de Investigación de zonas desérticas de la Universidad Autónoma de San Luis Potosí (BDCZIID-U...,ZIP
Biología reproductiva y diversidad genética: hacia el conocimiento integral del murciélago pescador Myotis vivesi,ZIP
"Bases para el monitoreo de dos especies de carnívoros medianos en la Reserva de la Biosfera de Mapimí, Durango",ZIP
Inventario de las mariposas diurnas de las cañadas de Morelos y evaluación de factores que permiten el refugio de fauna con limitantes microclimáti...,ZIP
Bases de datos de Tanaidaceos (Crustacea: Peracarida) del Mar Caribe mexicano y Poliquetos pelágicos del Golfo de México y Mar Caribe mexicano,ZIP
Catálogo de autoridades taxonómicas y base de datos curatorial de la Familia Chrysomelidae en México,ZIP
"Avifauna de la Reserva de la Biosfera La Sepultura, Chiapas",ZIP
"Avifauna de la reserva de la biosfera El Cielo, Tamaulipas, México",ZIP
"Análisis del ictioplancton de la reserva faunística de Ría Lagartos, Yucatán",ZIP
Mirmecofauna de la reserva ecológica de San Felipe Bacalar,ZIP
"Colección, preservación y caracterización de cultivares criollos de origen español de trigo y centeno de México",ZIP
Avifauna de la laguna Madre de Tamaulipas,ZIP
"Base de datos de las pteridofitas del estado de Veracruz, México",ZIP
"Aves del Parque Nacional Cumbres de Monterrey, Nuevo León, México",ZIP
"Biodiversidad acuática del río Amacuzac, Morelos, México",ZIP
Banco de información sobre características tecnológicas de maderas mexicanas,ZIP
Caracterización ecológica y monitoreo del Parque Nacional Sistema Arrecifal Veracruzano: Primera Etapa,ZIP
"Computarización de la Colección Nacional de Crustáceos del Instituto de Biología, UNAM y elaboración de su catálogo",ZIP
Distribución actual y potencial de veinte especies de hongos silvestres comestibles en los bosques de coníferas del estado de Oaxaca,ZIP
Base de datos de la familia Fagaceae en el estado de Hidalgo,ZIP
"Vertebrados terrestres del parque nacional Cañón del Sumidero, Chiapas, México",ZIP
"Consolidación de la colección de referencia de peces de la Estación Mazatlán,  (ICMyL-UNAM) e implementación de los mecanismos para su manejo y con...",ZIP
Clasificación de tres especies endémicas de Mammillaria dentro del PROY-NOM-ECOL-059-2000,ZIP
Diatomeas (Bacillariophyceae) y dinoflageladas (Dinophyceae) planctónicas más frecuentes en el Golfo de California,ZIP
Estructura genética y conservación de la tortuga negra Chelonia agassizi en el Pacífico mexicano,ZIP
Actualización y depuración de las bases de datos de la Colección Nacional de Helmintos: P085 y Q028,ZIP
Árboles mexicanos potencialmente valiosos para la restauración ecológica y la reforestación,ZIP
Actualización de la base de datos de crustáceos y registro de datos de peces del pacífico mexicano de la Colección Biológica de la Secretaría de Ma...,ZIP
Áreas de crianza de tiburones en el Golfo de California,ZIP
"¿Existen especies de macroalgas o pastos marinos dentro del Golfo de California, que deban de estar consideradas dentro de la NOM (PROY-NOM-059-ECO...",ZIP
"Addenda a la colección de referencia de invertebrados de la Estación Mazatlán, UNAM y análisis de la fauna de crustáceos isópodos del Pacífico mexi...",ZIP
Actualización de la Colección de Collembola de México y ácaros edáficos. Catálogo de oribátidos de México,ZIP
Aportación al conocimiento de la fauna de Ascidias del litoral Pacífico de México,ZIP
"Inventario de los ropaloceros (Lepidoptera) de la Sierra Gorda, estado de Querétaro, México",ZIP
Anfibios y reptiles del estado de Querétaro,ZIP
"Flora útil del Municipio de la Huerta, Jalisco",ZIP
Aprovechamiento de venado cola blanca (Odocoileus virginianus) como estrategia para conservar áreas forestadas en la zona maya: Reserva Ría Lagarto...,ZIP
Análisis de la heterogeneidad ambiental y conectividad de las áreas naturales del sur del Valle de México,ZIP
Algas marinas bentónicas de la Península de Yucatán y uso potencial de especies selectas,ZIP
"Estudio de la diversidad florística de la región de Nizanda en el Istmo de Tehuantepec, Oaxaca",ZIP
"Análisis de la distribución y estructura de las poblaciones de Echinocactus platyacanthus Link et Otto, en el Valle de Zapotitlán, Puebla",ZIP
Actualización e incremento del banco de datos de la colección de herbario del Jardín Etnobotánico de Oaxaca,ZIP
Actualización del inventario de peces dulceacuícolas del río Papaloapan,ZIP
Actualización de las bases de datos del Herbario XAL. Fase III,ZIP
Actualización de las bases de datos de las colecciones de plantas vasculares y macromicetos del herbario de la UJAT,ZIP
Computarización de abejas de la colección entomológica de la Frontera Sur,ZIP
Base de datos sobre la flora de Durango,ZIP
Actualización de la colección poliquetológica de la Universidad Autónoma de Nuevo León,ZIP
Actualización de la colección ictiológica de Ecosur-Chetumal,ZIP
Actualización de la base de datos y la colección de hipéridos (Crustacea) y sifonóforos (Cnidaria) del Atlántico mexicano,ZIP
"Biología poblacional de Isostichopus fuscus (Ludwig, 1875) (Echinodermata: Holothuroidea) en el sur del Golfo de California",ZIP
Actualización de la Colección de Microorganismos de importancia acuática,ZIP
"Inventario de macroalgas de Isla Guadalupe, México",ZIP
"Actualización de la base de datos del estado de Morelos de la Colección Nacional de Mamíferos del Instituto de Biología, UNAM",ZIP
"Actualización de la base de datos de la colección mastozoológica de El Colegio de la Frontera Sur, San Cristóbal de las Casas",ZIP
Actualización de la base de datos de la Colección de mamíferos del Museo de Zoología ''Alfonso L. Herrera'',ZIP
Actualización de la base de datos del Herbario de la Universidad de Sonora (USON),ZIP
Actualización de la base de datos de colémbolos de México,ZIP
"Actualización de la base de datos de Cactáceas del Valle de Tehuacán – Cuicatlán (Puebla, Oaxaca)",ZIP
"Mamíferos de los Parques Nacionales Lagunas de Montebello y Palenque, Chiapas",ZIP
Actualización de la base de datos computarizada de la colección ictiológica de la Universidad Autónoma de Baja California,ZIP
Inventario Florístico de la Reserva de la Biósfera La Sepultura del Corredor Biológico Sierra Madre del Sur. Fase II,ZIP
"Anfibios y reptiles del municipio de Cuetzalan del Progreso, Puebla",ZIP
Flora y datos básicos para la evaluación de las actividades apícola y forestal en tres áreas focales del corredor Sian Ka''an-Calakmul,ZIP
Ampliación de la base de datos de la ictiofauna insular del Golfo de California,ZIP
"Anfibios, reptiles y mamíferos del corredor biológico del norte de Yucatán depositados en las colecciones de la Escuela Nacional de Ciencias Biológ...",ZIP
Análisis de viabilidad para poblaciones de la cactácea amenazada Ariocarpus trigonus,ZIP
Actualización de la taxonomía y distribución de los anfibios y reptiles de San Luis Potosí,ZIP
Estudio demográfico y genético de Desmoncus quasillarius Bartlett (Arecaceae),ZIP
"La flora útil de dos comunidades indígenas del Valle de Tehuacán-Cuicatlán: Coxcatlán y Zapotitlán de las Salinas, Puebla",ZIP
"Los mamíferos del estado de Durango, México",ZIP
"Actualización de la Colección de Artrópodos con importancia médica (CAIM), Laboratorio de Entomología, InDRE",ZIP
Sistematización del Herbario Nacional Forestal Biól Luciano Vela Gálvez,ZIP
Flora vascular acuática de la cuenca del Río Tamesí,ZIP
"Actualización de la base de datos del proyecto H278 Apoidea (Hymenoptera) del Valle de Zapotitlán de las Salinas, Puebla",ZIP
Actualización e incremento de la base de datos del Herbario de la Benemérita Universidad Autónoma de Puebla,ZIP
Sistemática y biogeografía del género Xenosaurus (Squamata: xenosauridae),ZIP
"Diversidad de abejas (Hymenoptera: Apoidea) de la Reserva de la Biosfera El Triunfo, Chiapas",ZIP
Inventario florístico de Tetipac y sus alrededores (Sierra de Taxco),ZIP
Actualización de la base de datos de hongos macroscópicos de Jalisco,ZIP
La vegetación y flora de las Lagunas de Catazajá-Emiliano Zapata,ZIP
Actualización de la base de datos de diversidad taxonómica de las larvas de peces de Bahía Vizcaíno,ZIP
Elaboración de fichas de 5 especies de lacertilios: PROY-NOM-059-ECOL-2000,ZIP
"Actualización de bases de datos de invertebrados (Rotifera, Cladocera y Copepoda) y peces",ZIP
Nereididae (Annelida: Polychaeta) de México,ZIP
"Estudio etnobotánico de las malezas útiles presentes en diferentes agroecosistemas en el municipio de Santa María Tecomavaca, Valle de Tehuacán-Cui...",ZIP
"Abundancia, distribución y estado de conservación de Guaiacum sanctum L. en México",ZIP
"Abejas silvestres (Hymenoptera: Apoidea) de la región Praderas de Tokio-El Potosí - Sierra Mazmorras - Cañón de Iturbide, Coahuila y Nuevo León, Mé...",ZIP
Apoyo para la infraestructura de la colección de artrópodos con y sin importancia médica del Laboratorio estatal de Salud Pública del estado de Gua...,ZIP
Diatomeas bentónicas de los oasis de Baja California Sur,ZIP
"Computarización de la xiloteca Dr. Faustino Miranda del Instituto de Ecología, AC",ZIP
Distribución de las especies endémicas de la Península de Yucatán,ZIP
Análisis morfofenético de las poblaciones alopátricas de Thomomys umbrinus (Rodentia: Geomyidae) en la provincia volcánico-transversa,ZIP
"Actualización de la base de datos sobre la flora de la Reserva de la Biósfera Sierra de Manantlán, Jalisco-Colima, México",ZIP
"Monitoreo de las aves silvestres en zona prioritaria de Zapotitlán-Salinas, Puebla",ZIP
Colección científica del Museo de Historia Natural Alfredo Dugés,ZIP
Fauna de insectos sociales del estado de Campeche,ZIP
Conservación de la tortuga caguama del Pacífico (Caretta caretta): protección dentro del hábitat crítico de alimentación y desarrollo en Baja Calif...,ZIP
Inventario de los crustáceos decápodos asociados al ecosistema coralino de Pocillopora en el Pacífico tropical mexicano,ZIP
"La Colección Herpetológica de la Estación de Biología Tropical Los Tuxtlas, Veracruz",ZIP
Actualización y sistematización de la colección de referencia de invertebrados de la Estación Mazatlán-UNAM,ZIP
Sistema Arrecifal Veracruzano: condición actual y programa permanente de monitoreo: Primera Etapa,ZIP
Ictiofauna Lermense,ZIP
"Aves y mamíferos del Parque Nacional Sierra de Órganos, Zacatecas",ZIP
Base de datos de las cicadas mexicanas,ZIP
"Aves acuáticas y marinas en las costas de Colima, Guerrero y Oaxaca",ZIP
Genética poblacional y filogeografía de las tortugas marinas golfina (Lepidochelys olivacea) y laúd (Dermochelys coriacea) en el Pacífico mexicano,ZIP
"Flora polínica de las llanuras de Sonora, al sur de Hermosillo",ZIP
Computarización de la base de datos del Banco Nacional de Germoplasma Vegetal - Fase 2,ZIP
Recuento de la diversidad florística de Veracruz,ZIP
"Coleópteros malacodermos (Phengodidae, Cantharidae, Lycidae, Lampyridae) del estado de Veracruz, México",ZIP
Catálogo taxonómico y biogeográfico de los radiolarios (orden Polycystina) de la región central y sur del Golfo de California,ZIP
Estudio taxonómico-florístico de la familia Orchidaceae en el Bajío: tribus Epidendrae y Maxillariae,ZIP
Revisión periódica de Agave victoriae-reginae en el apéndice II de la CITES,ZIP
Filogeografía y recursos genéticos de las vainillas de México,ZIP
Crustáceos macrobénticos de la plataforma y talud continental del Golfo de México,ZIP
"Pautas para el manejo y ordenamiento de una pesquería multiespecífica de crustáceos en un área natural protegida: El caso de la Ría Celestún, Yucatán",ZIP
Regionalización,SHP
Monitoreo de Manglares,SHP
Proyecto K005,CSV
Proyecto T009,CSV
Mapa de división política de México,SHP
Distribución potencial de las especies de la familia Psittacidae en México,CSV
Plan de Apertura Institucional de CONABIO,CSV
Oficios y Documentos Institucionales de CONABIO,JSON
Proyecto A014,CSV
Proyecto E018,CSV
"Inventario de la vegetación acuática vascular de la reserva de la biosfera Pantanos de Centla, Tabasco",CSV
Información Estadística sobre inconformidades atendidas en la CONAMED,CSV
Información estadística sobre laudos condenatorios atendidos en la CONAMED,CSV
Oficios y Documentos Institucionales de CONAMED,CSV
Información sobre inconformidades atendidas en la Comisión Nacional de Arbitraje Médico,CSV
Información sobre laudos condenatorios atendidos en la Comisión Nacional de Arbitraje Médico,CSV
Inventario Institucional de Datos de CONAMED,XLSX
Información estadística sobre laudos condenatorios atendidos en la Comisión Nacional de Arbitraje Médico,CSV
Información estadística sobre inconformidades atendidas en la Comisión Nacional de Arbitraje Médico,CSV
Estadísticas del posicionamiento general en la mujer,php
Plan de Apertura Institucional de InMujeres de InMujeres,CSV
Participación Ciudadana Instituto Nacional de las Mujeres,vnd.ms-excel
Oficios y Documentos Institucionales de INMUJERES,JSON
Plan de Apertura Institucional,CSV
Programa de Fortalecimiento a la Transversalidad de la Perspectiva de Género (PFTPG) INMUJERES,vnd.ms-excel
Fondo para el Bienestar y el Avance de las Mujeres (FOBAM),CSV
Inventario Institucional de Datos de InMujeres de InMujeres creado el 2016-04-11 16:19,XLSX
"Estadísticas de mujeres: indicadores de inclusión social, igualdad y empoderamiento",CSV
